,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
0,1630168,Onyeka,Okongwu,Onyeka Okongwu,"Okongwu, Onyeka",O. Okongwu,onyeka-okongwu,2000-12-11T00:00:00,Southern California,USA,Southern California/USA,6-9,240,2,17,Forward-Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,onyeka_okongwi,2020,2022,Y,Y,Y,2020,1,6,N
0,1628381,John,Collins,John Collins,"Collins, John",J. Collins,john-collins,1997-09-23T00:00:00,Wake Forest,USA,Wake Forest/USA,6-9,226,5,20,Forward-Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,john_collins,2017,2022,N,Y,Y,2017,1,19,N
0,1628981,Bruno,Fernando,Bruno Fernando,"Fernando, Bruno",B. Fernando,bruno-fernando,1998-08-15T00:00:00,Maryland,Angola,Maryland/Angola,6-10,240,3,20,Forward-Center,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,bruno_fernando,2019,2022,Y,Y,Y,2019,2,34,N
0,1631213,Tyrese,Martin,Tyrese Martin,"Martin, Tyrese",T. Martin,tyrese-martin,1999-03-07T00:00:00,Connecticut,USA,Connecticut/USA,6-6,215,0,22,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,tyrese_martin,2022,2022,Y,Y,Y,2022,2,51,N
0,1629726,Garrison,Mathews,Garrison Mathews,"Mathews, Garrison",G. Mathews,garrison-mathews,1996-10-24T00:00:00,Lipscomb,USA,Lipscomb/USA,6-6,215,3,25,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,garrison_mathews,2019,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1630249,Vit,Krejci,Vit Krejci,"Krejci, Vit",V. Krejci,vit-krejci,2000-06-19T00:00:00,Zaragoza,Czech Republic,Zaragoza/Czech Republic,6-8,195,1,27,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,vit_krejci,2021,2022,Y,Y,Y,2020,2,37,N
0,1630180,Saddiq,Bey,Saddiq Bey,"Bey, Saddiq",S. Bey,saddiq-bey,1999-04-09T00:00:00,Villanova,USA,Villanova/USA,6-7,215,2,41,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,saddiq_bey,2020,2022,N,Y,Y,2020,1,19,N
0,1628369,Jayson,Tatum,Jayson Tatum,"Tatum, Jayson",J. Tatum,jayson-tatum,1998-03-03T00:00:00,Duke,USA,Duke/USA,6-8,210,5,0,Forward-Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,jayson_tatum,2017,2022,N,Y,Y,2017,1,3,N
0,1627759,Jaylen,Brown,Jaylen Brown,"Brown, Jaylen",J. Brown,jaylen-brown,1996-10-24T00:00:00,California,USA,California/USA,6-6,223,6,7,Guard-Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,jaylen_brown,2016,2022,N,Y,Y,2016,1,3,N
0,201568,Danilo,Gallinari,Danilo Gallinari,"Gallinari, Danilo",D. Gallinari,danilo-gallinari,1988-08-08T00:00:00,Olimpia Milano,Italy,Olimpia Milano/Italy,6-10,236,13,8,Forward,Active,N,1610612738,Celtics,BOS,celtics,Boston,danilo_gallinari,2008,2022,N,Y,Y,2008,1,6,N
0,1628401,Derrick,White,Derrick White,"White, Derrick",D. White,derrick-white,1994-07-02T00:00:00,Colorado,USA,Colorado/USA,6-4,190,5,9,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,derrick_white,2017,2022,Y,Y,Y,2017,1,29,N
0,1630202,Payton,Pritchard,Payton Pritchard,"Pritchard, Payton",P. Pritchard,payton-pritchard,1998-01-28T00:00:00,Oregon,USA,Oregon/USA,6-1,195,2,11,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,payton_pritchard,2020,2022,N,Y,Y,2020,1,26,N
0,1629684,Grant,Williams,Grant Williams,"Williams, Grant",G. Williams,grant-williams,1998-11-30T00:00:00,Tennessee,USA,Tennessee/USA,6-6,236,3,12,Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,grant_williams,2019,2022,N,Y,Y,2019,1,22,N
0,1627763,Malcolm,Brogdon,Malcolm Brogdon,"Brogdon, Malcolm",M. Brogdon,malcolm-brogdon,1992-12-11T00:00:00,Virginia,USA,Virginia/USA,6-4,229,6,13,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,malcolm_brogdon,2016,2022,N,Y,Y,2016,2,36,N
0,1631120,JD,Davison,JD Davison,"Davison, JD",J. Davison,jd-davison,2002-10-03T00:00:00,Alabama,USA,Alabama/USA,6-1,195,0,20,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,jd_davison,2022,2022,Y,Y,Y,2022,2,53,N
0,1629662,Mfiondu,Kabengele,Mfiondu Kabengele,"Kabengele, Mfiondu",M. Kabengele,mfiondu-kabengele,1997-08-14T00:00:00,Florida State,Canada,Florida State/Canada,6-10,250,2,28,Center,Active,Y,1610612738,Celtics,BOS,celtics,Boston,mfiondu_kabengele,2019,2022,Y,Y,Y,2019,1,27,N
0,1630573,Sam,Hauser,Sam Hauser,"Hauser, Sam",S. Hauser,sam-hauser,1997-12-08T00:00:00,Virginia,USA,Virginia/USA,6-7,217,1,30,Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,sam_hauser,2021,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,203488,Mike,Muscala,Mike Muscala,"Muscala, Mike",M. Muscala,mike-muscala,1991-07-01T00:00:00,Bucknell,USA,Bucknell/USA,6-11,240,9,33,Forward-Center,Active,Y,1610612738,Celtics,BOS,celtics,Boston,mike_muscala,2013,2022,Y,Y,Y,2013,2,44,N
0,203935,Marcus,Smart,Marcus Smart,"Smart, Marcus",M. Smart,marcus-smart,1994-03-06T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-4,220,8,36,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,marcus_smart,2014,2022,Y,Y,Y,2014,1,6,N
0,1628436,Luke,Kornet,Luke Kornet,"Kornet, Luke",L. Kornet,luke-kornet,1995-07-15T00:00:00,Vanderbilt,USA,Vanderbilt/USA,7-2,250,5,40,Center-Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,luke_kornet,2017,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,201143,Al,Horford,Al Horford,"Horford, Al",A. Horford,al-horford,1986-06-03T00:00:00,Florida,Dominican Republic,Florida/Dominican Republic,6-9,240,15,42,Center-Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,al_horford,2007,2022,N,Y,Y,2007,1,3,N
0,1629057,Robert,Williams III,Robert Williams III,"Williams III, Robert",R. Williams III,robert-williams-iii,1997-10-17T00:00:00,Texas A&M,USA,Texas A&M/USA,6-9,237,4,44,Center-Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,robert_williams,2018,2022,Y,Y,Y,2018,1,27,N
0,201933,Blake,Griffin,Blake Griffin,"Griffin, Blake",B. Griffin,blake-griffin,1989-03-16T00:00:00,Oklahoma,USA,Oklahoma/USA,6-9,250,12,91,Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,blake_griffin,2009,2022,N,Y,Y,2009,1,1,N
0,1627747,Caris,LeVert,Caris LeVert,"LeVert, Caris",C. LeVert,caris-levert,1994-08-25T00:00:00,Michigan,USA,Michigan/USA,6-6,205,6,3,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,caris_levert,2016,2022,N,Y,Y,2016,1,20,N
0,1630596,Evan,Mobley,Evan Mobley,"Mobley, Evan",E. Mobley,evan-mobley,2001-06-18T00:00:00,Southern California,USA,Southern California/USA,6-11,215,1,4,Center,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,evan_mobley,2021,2022,N,Y,Y,2021,1,3,N
0,1630205,Lamar,Stevens,Lamar Stevens,"Stevens, Lamar",L. Stevens,lamar-stevens,1997-07-09T00:00:00,Penn State,USA,Penn State/USA,6-6,230,2,8,Forward,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,lamar_stevens,2020,2022,N,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1629685,Dylan,Windler,Dylan Windler,"Windler, Dylan",D. Windler,dylan-windler,1996-09-22T00:00:00,Belmont,USA,Belmont/USA,6-7,196,2,9,Guard-Forward,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,dylan_windler,2019,2022,Y,Y,Y,2019,1,26,N
0,1629636,Darius,Garland,Darius Garland,"Garland, Darius",D. Garland,darius-garland,2000-01-26T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-1,192,3,10,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,darius_garland,2019,2022,N,Y,Y,2019,1,5,N
0,201937,Ricky,Rubio,Ricky Rubio,"Rubio, Ricky",R. Rubio,ricky-rubio,1990-10-21T00:00:00,FC Barcelona,Spain,FC Barcelona/Spain,6-2,190,11,13,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,ricky_rubio,2011,2022,N,Y,Y,2009,1,5,N
0,201980,Danny,Green,Danny Green,"Green, Danny",D. Green,danny-green,1987-06-22T00:00:00,North Carolina,USA,North Carolina/USA,6-6,215,13,14,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,danny_green,2009,2022,Y,Y,Y,2009,2,46,N
0,1630600,Isaiah,Mobley,Isaiah Mobley,"Mobley, Isaiah",I. Mobley,isaiah-mobley,1999-09-24T00:00:00,Southern California,USA,Southern California/USA,6-8,238,0,15,Forward,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,isaiah_mobley,2022,2022,Y,Y,Y,2022,2,49,N
0,1626224,Cedi,Osman,Cedi Osman,"Osman, Cedi",C. Osman,cedi-osman,1995-04-08T00:00:00,Anadolu Efes,Turkey,Anadolu Efes/Turkey,6-7,230,5,16,Forward,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,cedi_osman,2017,2022,Y,Y,Y,2015,2,31,N
0,203526,Raul,Neto,Raul Neto,"Neto, Raul",R. Neto,raul-neto,1992-05-19T00:00:00,Murcia,Brazil,Murcia/Brazil,6-2,180,7,19,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,raul_neto,2015,2022,Y,Y,Y,2013,2,47,N
0,1629603,Mamadi,Diakite,Mamadi Diakite,"Diakite, Mamadi",M. Diakite,mamadi-diakite,1997-01-21T00:00:00,Virginia,Guinea,Virginia/Guinea,6-9,228,2,21,Forward,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,mamadi_diakite,2020,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1628386,Jarrett,Allen,Jarrett Allen,"Allen, Jarrett",J. Allen,jarrett-allen,1998-04-21T00:00:00,Texas,USA,Texas/USA,6-9,243,5,31,Center,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,jarrett_allen,2017,2022,N,Y,Y,2017,1,22,N
0,1629731,Dean,Wade,Dean Wade,"Wade, Dean",D. Wade,dean-wade,1996-11-20T00:00:00,Kansas State,USA,Kansas State/USA,6-9,228,3,32,Forward-Center,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,dean_wade,2019,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,201577,Robin,Lopez,Robin Lopez,"Lopez, Robin",R. Lopez,robin-lopez,1988-04-01T00:00:00,Stanford,USA,Stanford/USA,7-0,281,14,33,Center,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,robin_lopez,2008,2022,N,Y,Y,2008,1,15,N
0,1630171,Isaac,Okoro,Isaac Okoro,"Okoro, Isaac",I. Okoro,isaac-okoro,2001-01-26T00:00:00,Auburn,USA,Auburn/USA,6-5,225,2,35,Forward-Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,isaac_okoro,2020,2022,N,Y,Y,2020,1,5,N
0,1628378,Donovan,Mitchell,Donovan Mitchell,"Mitchell, Donovan",D. Mitchell,donovan-mitchell,1996-09-07T00:00:00,Louisville,USA,Louisville/USA,6-1,215,5,45,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,donovan_mitchell,2017,2022,N,Y,Y,2017,1,13,N
0,1631220,Dereon,Seabron,Dereon Seabron,"Seabron, Dereon",D. Seabron,dereon-seabron,2000-05-26T00:00:00,North Carolina State,USA,North Carolina State/USA,6-5,180,0,0,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,dereon_seabron,2022,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1629627,Zion,Williamson,Zion Williamson,"Williamson, Zion",Z. Williamson,zion-williamson,2000-07-06T00:00:00,Duke,USA,Duke/USA,6-6,284,2,1,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,zion_williamson,2019,2022,N,Y,Y,2019,1,1,N
0,1626196,Josh,Richardson,Josh Richardson,"Richardson, Josh",J. Richardson,josh-richardson,1993-09-15T00:00:00,Tennessee,USA,Tennessee/USA,6-6,200,7,2,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,josh_richardson,2015,2022,Y,Y,Y,2015,2,40,N
0,203468,CJ,McCollum,CJ McCollum,"McCollum, CJ",C. McCollum,cj-mccollum,1991-09-19T00:00:00,Lehigh,USA,Lehigh/USA,6-3,190,9,3,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,cj_mccollum,2013,2022,Y,Y,Y,2013,1,10,N
0,1630529,Herbert,Jones,Herbert Jones,"Jones, Herbert",H. Jones,herbert-jones,1998-10-06T00:00:00,Alabama,USA,Alabama/USA,6-7,206,1,5,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,herbert_jones,2021,2022,N,Y,Y,2021,2,35,N
0,1630230,Naji,Marshall,Naji Marshall,"Marshall, Naji",N. Marshall,naji-marshall,1998-01-24T00:00:00,Xavier,USA,Xavier/USA,6-7,220,2,8,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,naji_marshall,2020,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1626195,Willy,Hernangomez,Willy Hernangomez,"Hernangomez, Willy",W. Hernangomez,willy-hernangomez,1994-05-27T00:00:00,Cajasol Sevilla,Spain,Cajasol Sevilla/Spain,6-11,250,6,9,Center-Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,willy_hernangomez,2016,2022,N,Y,Y,2015,2,35,N
0,1629637,Jaxson,Hayes,Jaxson Hayes,"Hayes, Jaxson",J. Hayes,jaxson-hayes,2000-05-23T00:00:00,Texas,USA,Texas/USA,7-0,220,3,10,Center-Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,jaxson_hayes,2019,2022,Y,Y,Y,2019,1,8,N
0,1630700,Dyson,Daniels,Dyson Daniels,"Daniels, Dyson",D. Daniels,dyson-daniels,2003-03-17T00:00:00,NBA G League Ignite,Australia,NBA G League Ignite/Australia,6-7,199,0,11,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,dyson_daniels,2021,2022,Y,Y,Y,2022,1,8,N
0,1630184,Kira,Lewis Jr.,Kira Lewis Jr.,"Lewis Jr., Kira",K. Lewis Jr.,kira-lewis-jr,2001-04-06T00:00:00,Alabama,USA,Alabama/USA,6-1,170,2,13,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,kira_lewis_jr,2020,2022,Y,Y,Y,2020,1,13,N
0,1627742,Brandon,Ingram,Brandon Ingram,"Ingram, Brandon",B. Ingram,brandon-ingram,1997-09-02T00:00:00,Duke,USA,Duke/USA,6-8,190,6,14,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,brandon_ingram,2016,2022,N,Y,Y,2016,1,2,N
0,1630631,Jose,Alvarado,Jose Alvarado,"Alvarado, Jose",J. Alvarado,jose-alvarado,1998-04-12T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-0,179,1,15,Guard,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,jose_alvarado,2021,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,202685,Jonas,Valanciunas,Jonas Valanciunas,"Valanciunas, Jonas",J. Valanciunas,jonas-valanciunas,1992-05-06T00:00:00,Lietuvos rytas Vilnius,Lithuania,Lietuvos rytas Vilnius/Lithuania,6-11,265,10,17,Center,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,jonas_valanciunas,2012,2022,N,Y,Y,2011,1,5,N
0,1626204,Larry,Nance Jr.,Larry Nance Jr.,"Nance Jr., Larry",L. Nance Jr.,larry-nance-jr,1993-01-01T00:00:00,Wyoming,USA,Wyoming/USA,6-8,245,7,22,Forward-Center,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,larry_nance_jr,2015,2022,N,Y,Y,2015,1,27,N
0,1630530,Trey,Murphy III,Trey Murphy III,"Murphy III, Trey",T. Murphy III,trey-murphy-iii,2000-06-18T00:00:00,Virginia,USA,Virginia/USA,6-8,206,1,25,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,trey_murphy_iii,2021,2022,Y,Y,Y,2021,1,17,N
0,1630604,E.J.,Liddell,E.J. Liddell,"Liddell, E.J.",E. Liddell,ej-liddell,2000-12-18T00:00:00,Ohio State,USA,Ohio State/USA,6-6,240,0,32,Forward,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,ej_liddell,2022,2022,N,N,N,2022,2,41,N
0,202066,Garrett,Temple,Garrett Temple,"Temple, Garrett",G. Temple,garrett-temple,1986-05-08T00:00:00,Louisiana State,USA,Louisiana State/USA,6-6,195,12,41,Guard-Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,garrett_temple,2009,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1629632,Coby,White,Coby White,"White, Coby",C. White,coby-white,2000-02-16T00:00:00,North Carolina,USA,North Carolina/USA,6-5,195,3,0,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,coby_white,2019,2022,N,Y,Y,2019,1,7,N
0,1628366,Lonzo,Ball,Lonzo Ball,"Ball, Lonzo",L. Ball,lonzo-ball,1997-10-27T00:00:00,UCLA,USA,UCLA/USA,6-6,190,5,2,Guard,Active,N,1610612741,Bulls,CHI,bulls,Chicago,lonzo_ball,2017,2022,N,Y,Y,2017,1,2,N
0,203083,Andre,Drummond,Andre Drummond,"Drummond, Andre",A. Drummond,andre-drummond,1993-08-10T00:00:00,Connecticut,USA,Connecticut/USA,6-11,279,10,3,Center,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,andre_drummond,2012,2022,N,Y,Y,2012,1,9,N
0,1627884,Derrick,Jones Jr.,Derrick Jones Jr.,"Jones Jr., Derrick",D. Jones Jr.,derrick-jones-jr,1997-02-15T00:00:00,UNLV,USA,UNLV/USA,6-6,210,6,5,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,derrick_jones_jr,2016,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1627936,Alex,Caruso,Alex Caruso,"Caruso, Alex",A. Caruso,alex-caruso,1994-02-28T00:00:00,Texas A&M,USA,Texas A&M/USA,6-5,186,5,6,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,alex_caruso,2017,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,201609,Goran,Dragic,Goran Dragic,"Dragic, Goran",G. Dragic,goran-dragic,1986-05-06T00:00:00,Union Olimpija,Slovenia,Union Olimpija/Slovenia,6-4,190,14,7,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,goran_dragic,2008,2022,N,Y,Y,2008,2,45,N
0,203897,Zach,LaVine,Zach LaVine,"LaVine, Zach",Z. LaVine,zach-lavine,1995-03-10T00:00:00,UCLA,USA,UCLA/USA,6-5,200,8,8,Guard-Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,zach_lavine,2014,2022,N,Y,Y,2014,1,13,N
0,202696,Nikola,Vucevic,Nikola Vucevic,"Vucevic, Nikola",N. Vucevic,nikola-vucevic,1990-10-24T00:00:00,Southern California,Montenegro,Southern California/Montenegro,6-10,260,11,9,Center,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,nikola_vucevic,2011,2022,N,Y,Y,2011,1,16,N
0,201942,DeMar,DeRozan,DeMar DeRozan,"DeRozan, DeMar",D. DeRozan,demar-derozan,1989-08-07T00:00:00,Southern California,USA,Southern California/USA,6-6,220,13,11,Guard-Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,demar_derozan,2009,2022,N,Y,Y,2009,1,9,N
0,1630245,Ayo,Dosunmu,Ayo Dosunmu,"Dosunmu, Ayo",A. Dosunmu,ayo-dosunmu,2000-01-17T00:00:00,Illinois,USA,Illinois/USA,6-5,200,1,12,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,ayo_dosunmu,2021,2022,N,Y,Y,2021,2,38,N
0,1630250,Marko,Simonovic,Marko Simonovic,"Simonovic, Marko",M. Simonovic,marko-simonovic,1999-10-15T00:00:00,Mega Basket,Montenegro,Mega Basket/Montenegro,7-0,220,1,19,Center,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,marko_simonovic,2021,2022,Y,Y,Y,2020,2,44,N
0,201976,Patrick,Beverley,Patrick Beverley,"Beverley, Patrick",P. Beverley,patrick-beverley,1988-07-12T00:00:00,Arkansas,USA,Arkansas/USA,6-2,180,10,21,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,patrick_beverley,2012,2022,Y,Y,Y,2009,2,42,N
0,1630637,Carlik,Jones,Carlik Jones,"Jones, Carlik",C. Jones,carlik-jones,1997-12-23T00:00:00,Louisville,USA,Louisville/USA,6-0,174,1,22,Guard,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,carlik_jones,2021,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1629750,Javonte,Green,Javonte Green,"Green, Javonte",J. Green,javonte-green,1993-07-23T00:00:00,Radford,USA,Radford/USA,6-5,205,3,24,Guard-Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,javonte_green,2019,2022,N,Y,Y,Undrafted,Undrafted,Undrafted,N
0,1631207,Dalen,Terry,Dalen Terry,"Terry, Dalen",D. Terry,dalen-terry,2002-07-12T00:00:00,Arizona,USA,Arizona/USA,6-7,195,0,25,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,dalen_terry,2022,2022,Y,Y,Y,2022,1,18,N
0,1630172,Patrick,Williams,Patrick Williams,"Williams, Patrick",P. Williams,patrick-williams,2001-08-26T00:00:00,Florida State,USA,Florida State/USA,6-7,215,2,44,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,patrick_williams,2020,2022,N,Y,Y,2020,1,4,N
0,1630639,A.J.,Lawson,A.J. Lawson,"Lawson, A.J.",A. Lawson,aj-lawson,2000-07-15T00:00:00,South Carolina,Canada,South Carolina/Canada,6-6,179,0,00,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,aj_lawson,2022,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
